NU_IDADE,TP_ESTADO_CIVIL,TP_COR_RACA,TP_SEXO,TP_LINGUA,CO_ESCOLA,NO_MUNICIPIO_ESC,SG_UF_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_ENEM,COMPUTADOR,INTERNET
17,Soteiro(a),Parda,M,ESpanhol,27042251,Coruripe,AL,348.4,417.1,395.2,530,460,430.14,Não,Não
20,Soteiro(a),Parda,M,Inglês,27013979,Palmeira dos Indios,AL,380.3,460.4,467,368,460,427.14,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,545.3,454.8,575.2,599.9,600,555.04,"Sim, um",Sim
19,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,458.7,478.7,514.3,519,560,506.14,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27014932,Palmeira dos Indios,AL,395.7,445.7,503.3,483.2,500,465.58,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27050572,Coruripe,AL,583.7,606,544.6,777.2,620,626.3,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,539.5,586.9,602.8,536.6,720,597.16,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27045153,Penedo,AL,559.6,521.4,512.2,681,580,570.84,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27014959,Palmeira dos Indios,AL,472.4,441.8,374.5,451.3,540,456,Não,Não
18,Soteiro(a),Parda,M,Inglês,27014029,Palmeira dos Indios,AL,421.5,465.7,496.2,442.9,460,457.26,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,439,396.8,511.6,432.6,400,436,Não,Não
17,Soteiro(a),Branca,F,ESpanhol,27226239,Coruripe,AL,448.4,544,554.7,403.3,620,514.08,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,376.6,546.6,559.8,429.4,640,510.48,Não,Não
20,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,491.2,524.9,572.7,505.4,660,550.84,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27226328,Coruripe,AL,398.8,459.5,454.5,599.7,360,454.5,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27226328,Coruripe,AL,478.3,347.6,474,452.7,300,410.52,Não,Sim
20,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,421.7,586.8,588.2,675.5,500,554.44,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27014029,Palmeira dos Indios,AL,478.9,481,481.2,473.7,600,502.96,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,404.4,477.6,449.6,473.5,340,429.02,Não,Não
17,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,508.9,530.3,548.7,421.6,580,517.9,Não,Sim
19,Soteiro(a),Preta,F,ESpanhol,27015068,Palmeira dos Indios,AL,394.1,500.7,510.6,437.8,540,476.64,Não,Sim
20,Soteiro(a),Branca,F,ESpanhol,27226239,Coruripe,AL,465.4,562.6,537.2,420,580,513.04,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014908,Palmeira dos Indios,AL,382.4,337.1,422.6,406,480,405.62,Não,Não
18,Soteiro(a),Preta,M,Inglês,27014037,Palmeira dos Indios,AL,356.8,510.4,533.3,460.1,680,508.12,Não,Não
17,Soteiro(a),Branca,M,Inglês,27013901,Palmeira dos Indios,AL,580.9,649.3,663,567.5,700,632.14,"Sim, um",Sim
18,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,384,473.3,494.8,459.4,680,498.3,"Sim, dois",Sim
19,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,511,431.5,512.3,366,460,456.16,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27050572,Coruripe,AL,502.8,446.5,465.2,545.8,780,548.06,Não,Sim
20,Soteiro(a),Amarela,F,Inglês,27045234,Penedo,AL,418.5,450.4,433.7,370.5,500,434.62,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27045234,Penedo,AL,464.9,402.2,486.9,483.9,320,431.58,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27014959,Palmeira dos Indios,AL,560.9,546.2,548,414.2,520,517.86,Não,Não
19,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,440,533.6,567.8,476.5,880,579.58,"Sim, um",Sim
19,Soteiro(a),Preta,M,Inglês,27014029,Palmeira dos Indios,AL,502.3,543.6,580,645.1,840,622.2,"Sim, um",Sim
18,Soteiro(a),Preta,F,Inglês,27014029,Palmeira dos Indios,AL,370.7,501.2,449.6,453.1,560,466.92,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27013928,Palmeira dos Indios,AL,416.3,475.9,513,459.3,300,432.9,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27014029,Palmeira dos Indios,AL,507.5,554.8,545.2,466.1,680,550.72,Não,Não
19,Soteiro(a),Parda,F,Inglês,27013979,Palmeira dos Indios,AL,392.5,414.2,412.2,493,440,430.38,Não,Sim
17,Soteiro(a),Preta,F,Inglês,27226239,Coruripe,AL,414.2,457.8,375.9,406.9,500,430.96,Não,Não
16,Soteiro(a),Parda,F,ESpanhol,27042251,Coruripe,AL,504.5,459.6,537.5,608.6,460,514.04,"Sim, um",Sim
17,Soteiro(a),Amarela,F,ESpanhol,27045234,Penedo,AL,400.2,448,554.8,486.4,720,521.88,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,375.2,494.3,504.8,391.7,680,489.2,Não,Não
18,Soteiro(a),Branca,M,ESpanhol,27013979,Palmeira dos Indios,AL,469.7,421,519.5,449.2,340,439.88,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,376,486.1,568.3,532.8,520,496.64,"Sim, um",Sim
17,Soteiro(a),Parda,F,Inglês,27045200,Penedo,AL,457.4,451.3,472.1,443.1,580,480.78,Não,Sim
17,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,430.5,546.5,532.1,403.9,480,478.6,Não,Não
17,Soteiro(a),Parda,M,Inglês,27013928,Palmeira dos Indios,AL,423.2,486.3,521.6,525,560,503.22,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,384.9,471.3,425,403.3,540,444.9,Não,Não
18,Soteiro(a),Amarela,M,ESpanhol,27045145,Penedo,AL,453.7,565.9,538.7,530.7,580,533.8,Não,Sim
18,Soteiro(a),Preta,M,ESpanhol,27042251,Coruripe,AL,394,466,418.6,440.1,520,447.74,"Sim, um",Sim
18,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,437.6,569.8,566.7,550.6,760,576.94,Não,Sim
19,Soteiro(a),Preta,F,ESpanhol,27047830,Penedo,AL,495.7,573.6,564.5,479.5,780,578.66,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27014959,Palmeira dos Indios,AL,389.1,484.6,353.1,549.2,520,459.2,Não,Não
17,Soteiro(a),Parda,F,Inglês,27014959,Palmeira dos Indios,AL,401.6,514.8,456.8,618.9,760,550.42,Não,Não
17,Não dec,Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,454.4,551.8,574.2,681.2,840,620.32,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27014959,Palmeira dos Indios,AL,414.4,446.5,454.1,470,900,537,Não,Sim
19,Soteiro(a),Parda,F,Inglês,27050572,Coruripe,AL,530.1,583.4,552.4,549.8,860,615.14,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27220923,Palmeira dos Indios,AL,570.6,618.5,604.9,625.6,740,631.92,"Sim, um",Sim
17,Soteiro(a),Parda,F,Inglês,27013979,Palmeira dos Indios,AL,343.4,426.6,454.6,401.5,600,445.22,"Sim, um",Sim
19,Soteiro(a),Parda,M,ESpanhol,27042251,Coruripe,AL,419.4,427.8,424.5,369.7,480,424.28,"Sim, um",Sim
19,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,453.6,535.4,503,483.4,580,511.08,"Sim, um",Sim
18,Soteiro(a),Branca,M,Inglês,27013979,Palmeira dos Indios,AL,381.9,412.7,505.5,391.2,480,434.26,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,411.6,473.6,511.8,565.2,700,532.44,Não,Sim
18,Soteiro(a),Branca,F,ESpanhol,27014959,Palmeira dos Indios,AL,423,533.8,484.8,444.9,760,529.3,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27013901,Palmeira dos Indios,AL,531.3,551.3,564.4,629.7,820,619.34,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,558.3,597.4,544.8,713.7,700,622.84,Não,Não
17,Soteiro(a),Parda,M,Inglês,27013928,Palmeira dos Indios,AL,395.5,418,342.7,420.5,360,387.34,"Sim, um",Sim
20,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,513.3,507.3,543.7,617.6,740,584.38,"Sim, um",Sim
17,Soteiro(a),Branca,M,Inglês,27215830,Palmeira dos Indios,AL,640.1,679.6,673.3,908.9,940,768.38,"Sim, um",Sim
19,Soteiro(a),Branca,M,ESpanhol,27013979,Palmeira dos Indios,AL,411.6,385.8,362.2,373.3,360,378.58,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27013995,Palmeira dos Indios,AL,456.7,322.9,353.6,447.9,540,424.22,Não,Não
16,Soteiro(a),Branca,F,Inglês,27014029,Palmeira dos Indios,AL,495.2,524.6,511.3,468.8,720,543.98,Não,Não
18,Soteiro(a),Branca,F,Inglês,27013901,Palmeira dos Indios,AL,392.6,370.5,459.5,523,580,465.12,"Sim, dois",Sim
18,Soteiro(a),Branca,F,Inglês,27014959,Palmeira dos Indios,AL,520.7,520.5,512.7,478.8,900,586.54,"Sim, um",Sim
21,Soteiro(a),Parda,M,ESpanhol,27045145,Penedo,AL,452.4,427.6,452.8,446.4,600,475.84,"Sim, um",Sim
17,Soteiro(a),Preta,F,Inglês,27045145,Penedo,AL,527.4,528,535.8,636.7,580,561.58,Não,Não
19,Soteiro(a),Parda,F,ESpanhol,27226328,Coruripe,AL,437.9,455.7,497.3,365.9,400,431.36,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,553.2,594,552.1,772.3,760,646.32,"Sim, um",Sim
17,Soteiro(a),Não dec,M,ESpanhol,27013901,Palmeira dos Indios,AL,543.7,571.4,595.7,498.1,760,593.78,"Sim, um",Sim
18,Soteiro(a),Branca,F,Inglês,27226239,Coruripe,AL,339.9,401.4,518.5,382.5,520,432.46,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,384.5,473.8,445.6,404.4,560,453.66,Não,Não
18,Não dec,Parda,M,Inglês,27045234,Penedo,AL,530.2,552.8,575,645.6,620,584.72,Não,Não
20,Soteiro(a),Branca,F,Inglês,27215830,Palmeira dos Indios,AL,570.5,606.4,604.7,719.7,920,684.26,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27014932,Palmeira dos Indios,AL,424,506.2,581.5,362.6,600,494.86,Não,Não
19,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,443.6,451.4,415.9,439.3,520,454.04,Não,Não
17,Soteiro(a),Parda,M,ESpanhol,27220923,Palmeira dos Indios,AL,456.3,504.2,526.7,558.2,600,529.08,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27014010,Palmeira dos Indios,AL,450.5,483.4,486.8,407.7,560,477.68,Não,Não
18,Soteiro(a),Parda,M,Inglês,27047830,Penedo,AL,540.7,603.7,502.4,765.1,640,610.38,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27014029,Palmeira dos Indios,AL,440,475.3,465.4,425.5,500,461.24,Não,Não
20,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,504.8,588.7,545,481.7,600,544.04,Não,Não
22,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,498.5,473.7,494,459.5,560,497.14,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27013901,Palmeira dos Indios,AL,488.9,576.8,564.6,630,740,600.06,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27045137,Penedo,AL,486.3,488.7,507.4,614.4,600,539.36,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27013901,Palmeira dos Indios,AL,494.4,501.5,516.9,529.1,600,528.38,"Sim, um",Sim
17,Soteiro(a),Preta,F,ESpanhol,27226239,Coruripe,AL,408.1,445,501.9,493.1,560,481.62,"Sim, um",Sim
18,Soteiro(a),Parda,M,ESpanhol,27226328,Coruripe,AL,403,471.1,396.5,395.1,600,453.14,"Sim, um",Sim
19,Soteiro(a),Branca,M,ESpanhol,27047830,Penedo,AL,555,573.6,587.3,688,720,624.78,"Sim, um",Sim
17,Soteiro(a),Parda,F,Inglês,27050572,Coruripe,AL,454.5,524.8,526,549.3,360,482.92,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27215474,Penedo,AL,381.2,456,443.6,597.8,680,511.72,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27042251,Coruripe,AL,523.6,504.6,537.5,435.5,520,504.24,Não,Sim
17,Soteiro(a),Parda,M,ESpanhol,27045234,Penedo,AL,413.9,354,413,379.7,440,400.12,Não,Não
19,Soteiro(a),Parda,M,ESpanhol,27045145,Penedo,AL,479.5,451,531.4,453.2,560,495.02,"Sim, um",Sim
17,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,605.7,621.7,582.6,650.5,780,648.1,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,579.4,612.1,566.2,730.2,840,665.58,Não,Sim
18,Soteiro(a),Branca,F,ESpanhol,27045234,Penedo,AL,380.6,363.7,472.4,442.2,660,463.78,Não,Sim
18,Soteiro(a),Preta,M,Inglês,27047830,Penedo,AL,450.6,437.1,515.2,561.4,600,512.86,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27013928,Palmeira dos Indios,AL,573.3,577.1,554.8,496.8,580,556.4,Não,Não
19,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,570,593.8,576.4,648.8,580,593.8,"Sim, dois",Sim
17,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,406.6,517.8,457.4,435.1,480,459.38,Não,Sim
19,Soteiro(a),Parda,M,ESpanhol,27226239,Coruripe,AL,456.1,415.4,397.9,469,420,431.68,Não,Sim
22,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,442.2,387.2,429.4,372.1,460,418.18,"Sim, um",Sim
17,Soteiro(a),Indigena,M,ESpanhol,27014029,Palmeira dos Indios,AL,405,486,519.1,585,580,515.02,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27215342,Penedo,AL,512.8,484.4,567.4,495.7,720,556.06,Não,Sim
20,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,519.3,462.6,607.2,406.5,800,559.12,"Sim, um",Sim
17,Soteiro(a),Branca,F,Inglês,27226166,Penedo,AL,453.5,455,505.6,462.2,620,499.26,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27045145,Penedo,AL,421.4,541.4,506.8,523.4,680,534.6,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,481.5,472.7,530.9,420.8,560,493.18,Não,Não
18,Soteiro(a),Preta,F,ESpanhol,27014029,Palmeira dos Indios,AL,389,494.1,496,438.3,680,499.48,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27047830,Penedo,AL,536.2,611.1,609,509.8,700,593.22,Não,Sim
17,Soteiro(a),Branca,M,Inglês,27215830,Palmeira dos Indios,AL,360.3,375,439.6,694.6,720,517.9,"Sim, um",Sim
18,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,535.3,500.5,483.6,572.5,560,530.38,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27013901,Palmeira dos Indios,AL,573.1,595.2,557.7,705.1,800,646.22,"Sim, um",Sim
17,Não dec,Parda,F,Inglês,27226239,Coruripe,AL,466,429.4,538.3,468.7,480,476.48,Não,Sim
20,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,560,538.7,557.9,670.6,520,569.44,"Sim, um",Sim
18,Soteiro(a),Branca,M,ESpanhol,27045234,Penedo,AL,465,509.5,485.2,437.6,480,475.46,Não,Sim
19,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,533.1,634.4,567.8,580.8,600,583.22,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,509.6,574,579.3,677,800,627.98,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27047830,Penedo,AL,574.3,615.1,603.8,664.6,820,655.56,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27013979,Palmeira dos Indios,AL,439.3,501.4,409.2,487.7,380,443.52,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,581.6,595.8,611.7,745.8,760,658.98,"Sim, um",Sim
17,Soteiro(a),Branca,F,Inglês,27045153,Penedo,AL,595.2,609.4,579.5,659.8,880,664.78,"Sim, um",Sim
18,Soteiro(a),Branca,M,Inglês,27014959,Palmeira dos Indios,AL,383.6,550.1,534,456.5,640,512.84,Não,Sim
18,Soteiro(a),Não dec,M,ESpanhol,27045552,Penedo,AL,355.9,451.5,418,488.1,440,430.7,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27045552,Penedo,AL,396.4,426.1,489.6,385.1,560,451.44,Não,Sim
20,Soteiro(a),Preta,F,ESpanhol,27050572,Coruripe,AL,440.1,453.5,460,480.1,620,490.74,Não,Não
17,Soteiro(a),Parda,F,Inglês,27013928,Palmeira dos Indios,AL,353.7,483.4,385.1,457.6,320,399.96,Não,Sim
19,Soteiro(a),Amarela,F,ESpanhol,27215830,Palmeira dos Indios,AL,557.4,628.6,595,590.6,780,630.32,"Sim, um",Sim
17,Soteiro(a),Branca,M,ESpanhol,27045234,Penedo,AL,516.9,395.3,504.7,449.7,480,469.32,Não,Não
19,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,380,385.9,528.6,435.9,600,466.08,Não,Sim
18,Soteiro(a),Parda,M,ESpanhol,27226239,Coruripe,AL,546.6,519.1,530.3,594,600,558,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27013901,Palmeira dos Indios,AL,491.7,521.8,567.3,529.3,940,610.02,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27215342,Penedo,AL,474.4,548.2,553.3,495.6,640,542.3,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,420.3,518.8,552,523.3,620,526.88,"Sim, um",Sim
19,Soteiro(a),Branca,M,ESpanhol,27047830,Penedo,AL,516.2,616.5,559.1,657,720,613.76,"Sim, um",Sim
18,Soteiro(a),Branca,F,ESpanhol,27013979,Palmeira dos Indios,AL,405.2,424.1,465.3,496.9,360,430.3,Não,Não
17,Soteiro(a),Parda,M,ESpanhol,27226239,Coruripe,AL,428.1,349.6,451.9,403.3,360,398.58,Não,Sim
18,Soteiro(a),Parda,M,ESpanhol,27045145,Penedo,AL,414.4,485.1,518.1,531.1,520,493.74,Não,Não
19,Soteiro(a),Parda,M,Inglês,27042251,Coruripe,AL,546.8,531.9,555.9,480.7,800,583.06,Não,Não
22,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,453,482.4,428.7,596.2,580,508.06,Não,Sim
17,Soteiro(a),Não dec,M,ESpanhol,27220923,Palmeira dos Indios,AL,549.7,545.2,581.5,625.3,700,600.34,"Sim, um",Sim
19,Soteiro(a),Parda,M,Inglês,27050572,Coruripe,AL,556.7,624.8,577.1,624.9,620,600.7,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,512.5,578.1,552.2,595.1,700,587.58,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27013928,Palmeira dos Indios,AL,452.5,496.2,531.3,440.2,620,508.04,Não,Sim
19,Soteiro(a),Branca,F,Inglês,27215830,Palmeira dos Indios,AL,576,591.1,565.7,662.8,740,627.12,"Sim, um",Sim
17,Soteiro(a),Não dec,F,Inglês,27226239,Coruripe,AL,498.5,428.9,493.6,540.3,620,516.26,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27045552,Penedo,AL,423.8,409,360.1,482.6,500,435.1,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,478.5,548.9,568.4,506.7,600,540.5,Não,Sim
17,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,499,595.1,575.4,498,720,577.5,Não,Não
20,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,371.8,410.3,436.5,403.6,460,416.44,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,597.1,631.7,643.2,795.4,840,701.48,"Sim, um",Sim
18,Soteiro(a),Parda,M,ESpanhol,27014959,Palmeira dos Indios,AL,424.9,483.6,509.7,459.4,580,491.52,Não,Não
19,Soteiro(a),Parda,M,Inglês,27045145,Penedo,AL,450.1,397.8,483.2,505.3,540,475.28,Não,Sim
20,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,488,478.9,501.8,511.5,920,580.04,"Sim, um",Sim
36,Casado(a),Parda,F,Inglês,27014029,Palmeira dos Indios,AL,452,471.5,482.9,387,440,446.68,Não,Sim
19,Soteiro(a),Parda,F,Inglês,27013928,Palmeira dos Indios,AL,395.1,386.5,421.8,408.7,480,418.42,Não,Sim
19,Soteiro(a),Parda,M,ESpanhol,27045234,Penedo,AL,357.1,419.9,471.5,398.5,420,413.4,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,452.4,494,518.4,519.9,600,516.94,"Sim, um",Sim
18,Soteiro(a),Parda,M,ESpanhol,27042251,Coruripe,AL,362,493.9,514.4,360.1,540,454.08,Não,Sim
17,Soteiro(a),Parda,M,ESpanhol,27045145,Penedo,AL,524,413.4,508.2,525.9,320,458.3,"Sim, um",Sim
18,Soteiro(a),Branca,M,ESpanhol,27047830,Penedo,AL,631,528.5,492.1,635,540,565.32,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27047830,Penedo,AL,506.1,564.6,534.9,513.5,660,555.82,"Sim, um",Sim
18,Não dec,Parda,F,ESpanhol,27014037,Palmeira dos Indios,AL,346.4,469.9,460.7,447,560,456.8,Não,Não
20,Soteiro(a),Parda,F,Inglês,27013928,Palmeira dos Indios,AL,445.3,495.4,525.9,387.8,580,486.88,"Sim, um",Sim
33,Casado(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,381.4,432.3,429,373.5,360,395.24,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27014010,Palmeira dos Indios,AL,425.6,492.4,494.8,512,680,520.96,Não,Sim
28,Soteiro(a),Branca,F,ESpanhol,27015068,Palmeira dos Indios,AL,353.3,466.4,516.2,455.7,480,454.32,Não,Não
17,Soteiro(a),Parda,F,Inglês,27047830,Penedo,AL,582,590.1,634.2,638.7,820,653,"Sim, um",Sim
16,Soteiro(a),Branca,M,ESpanhol,27014959,Palmeira dos Indios,AL,401.4,505.7,405.2,611.5,500,484.76,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,505.3,529.9,549.6,543.8,820,589.72,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27013928,Palmeira dos Indios,AL,480.5,497.9,556.2,515.3,560,521.98,Não,Sim
21,Soteiro(a),Branca,F,ESpanhol,27047830,Penedo,AL,568.6,422.6,523.5,416.8,920,570.3,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,487.7,425.9,454.6,424.3,600,478.5,Não,Sim
20,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,370.6,475.1,482.4,453.2,500,456.26,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,390.9,511.9,400.3,506,500,461.82,Não,Não
18,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,425,522.9,529.1,400.8,700,515.56,Não,Não
19,Soteiro(a),Branca,M,Inglês,27050572,Coruripe,AL,556.8,595.6,577.8,589.3,700,603.9,"Sim, um",Sim
19,Não dec,Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,497.8,538.4,491.5,625.4,640,558.62,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27050572,Coruripe,AL,464.1,618.7,555.4,617.7,720,595.18,Não,Sim
17,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,529,541.8,553.3,667.1,760,610.24,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,405.7,465.4,520.3,411.9,520,464.66,Não,Não
22,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,522.3,540.4,532.3,524.7,720,567.94,Não,Não
17,Soteiro(a),Parda,M,Inglês,27014029,Palmeira dos Indios,AL,494.4,523,424.4,572.2,760,554.8,Não,Sim
18,Soteiro(a),Amarela,F,Inglês,27226328,Coruripe,AL,418.1,445.1,467.2,498,520,469.68,Não,Sim
18,Não dec,Parda,M,Inglês,27045234,Penedo,AL,405.7,451.9,468.5,449.2,500,455.06,Não,Sim
20,Soteiro(a),Parda,F,Inglês,27013928,Palmeira dos Indios,AL,417.5,423.6,468.2,427.4,480,443.34,Não,Não
17,Soteiro(a),Branca,M,Inglês,27045200,Penedo,AL,480.1,539.2,525.3,434.5,720,539.82,Não,Não
17,Soteiro(a),Parda,F,Inglês,27015068,Palmeira dos Indios,AL,463.1,369.4,368.6,536.1,440,435.44,Não,Sim
17,Soteiro(a),Preta,F,ESpanhol,27013995,Palmeira dos Indios,AL,394.2,399.3,396.8,401.7,480,414.4,Não,Não
43,Casado(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,414.6,486.8,427.3,515.9,500,468.92,Não,Não
17,Soteiro(a),Branca,M,ESpanhol,27014908,Palmeira dos Indios,AL,465.8,440,515.4,637.4,620,535.72,"Sim, um",Sim
18,Soteiro(a),Parda,M,Inglês,27014002,Palmeira dos Indios,AL,477.8,468.3,546.6,496.1,680,533.76,Não,Não
18,Soteiro(a),Parda,M,Inglês,27050572,Coruripe,AL,519.8,576.9,582.7,676.5,480,567.18,Não,Não
18,Soteiro(a),Parda,F,Inglês,27226239,Coruripe,AL,383.9,412.5,388.5,414.8,400,399.94,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,482.2,577.1,539,618.3,800,603.32,Não,Sim
16,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,473.1,467.9,446,423.1,600,482.02,"Sim, um",Sim
19,Soteiro(a),Branca,F,Inglês,27015068,Palmeira dos Indios,AL,389.9,514.4,488.5,434,540,473.36,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,378.5,413.6,428.9,469.8,440,426.16,Não,Não
17,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,381.5,419.6,489.7,590,480,472.16,Não,Não
